"UPC","Description","Cat","Parent Brand","Brand","HHID","Store","date","qty","price","Online"
3800019871,"KLG CORN POPS 10Z","RTE Cereal","Kelloggs","Corn Pops",294964,8,"19-08-28",1,4.49,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",193772,5,"20-05-18",2,7.58,0
88491227311,"POST OREO OS CER 11Z","RTE Cereal","Post","Post Cookies - Oreo, NutterButter, Chips Ahoy",380369,20,"20-09-01",1,4.49,0
1600027515,"GM MULTI-GRAIN CHEERIOS","RTE Cereal","Big G","CHEERIOS",110474,12,"20-02-12",2,7.58,0
2190845551,"CF RAISIN BRAN CRL 12Z","RTE Cereal","Cascadian Farm","CASCADIAN FARM",1196,18,"19-12-22",1,4.19,0
88491211221,"POST HBO STRAWBERRY 13Z","RTE Cereal","Post","Honey Bunches of Oats",261060,16,"20-04-28",1,3.49,0
3000006322,"QKR LIFE CER CINN 13 OZ","RTE Cereal","Quaker","LIFE",306565,8,"19-02-17",1,3.79,0
1600012683,"GM LUCKY CHARMS 19.3Z","RTE Cereal","Big G","Lucky Charms",16544,25,"19-03-17",1,4.49,0
3800019859,"KLG COCOA KRISPIES15.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",174981,16,"20-04-29",1,3.59,0
3000006354,"QKR LIFE CEREAL 13OZ","RTE Cereal","Quaker","LIFE",24518,20,"21-09-15",2,7.98,0
88491227310,"POST HNY MD SMRS 12.25Z","RTE Cereal","Post","Honey Maid",264367,22,"20-10-28",1,4.49,0
3800020074,"KELLOGG'S® SPECIAL K® RED BERRIES CEREAL","RTE Cereal","Kelloggs","SPECIAL K",245076,25,"19-08-04",1,3.59,0
3800019871,"KLG CORN POPS 10Z","RTE Cereal","Kelloggs","Corn Pops",386885,27,"20-09-07",1,4.19,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",46749,6,"21-09-14",1,3.69,0
2190845557,"MULTI GRAIN SQUARES","RTE Cereal","Cascadian Farm","CASCADIAN FARM",10666,4,"20-08-06",2,7.58,0
3800019888,"KLG FROOT LOOPS 14.7Z","RTE Cereal","Kelloggs","Froot Loops",206438,11,"20-10-01",2,8.98,0
1600012222,"GENERAL MILLS REESES PEANUT BUTTER WHOLE GRAIN OAT BOX FROSTED 11.5 OZ - 0016000122221","RTE Cereal","Big G","REESES PUFFS",316586,17,"19-11-25",2,6.98,0
3800019886,"KLG FROOT LOOPS 10.1Z","RTE Cereal","Kelloggs","Froot Loops",44823,5,"21-03-06",1,3.69,0
60265217186,"KIND CLUSTER OATS HONEY TST CC","RTE Cereal","Mars","KIND",90866,5,"21-07-23",1,5.29,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",220413,21,"21-12-28",1,4.19,0
1600035993,"GM CHEERIOS CHCPB11.25Z","RTE Cereal","Big G","CHEERIOS",128455,12,"19-08-03",1,3.49,0
3800063560,"KELL CORN POPS IN A CUP","RTE Cereal","Kelloggs","Corn Pops",3870,12,"19-01-23",1,1.25,0
88491212951,"POST COCOA PEBBLE 11Z","RTE Cereal","Post","Pebbles",404660,21,"20-07-17",1,3.59,0
1600016344,"GM CHRIOS CRNC O&H18.2Z","RTE Cereal","Big G","CHEERIOS",251523,10,"21-03-24",2,9.38,0
3800020045,"KELLOGG'S® SPECIAL K® FRUIT & YOGURT CEREAL","RTE Cereal","Kelloggs","SPECIAL K",351460,15,"19-12-30",1,3.99,0
3800019886,"KLG FROOT LOOPS 10.1Z","RTE Cereal","Kelloggs","Froot Loops",156896,10,"19-12-24",1,3.99,0
1600012253,"GM CINN TST CRNCH 19.3Z","RTE Cereal","Big G","TOAST CRUNCH",311071,9,"20-12-30",1,4.69,0
1600027528,"CHEERIOS CEREAL CHEERIOS","RTE Cereal","Big G","CHEERIOS",11172,23,"21-05-13",1,5.19,0
1862710139,"KASHI GO LN PB CRL13.3Z","RTE Cereal","Kashi","Kashi",256054,25,"20-07-04",2,7.98,0
88491212974,"PST FRTY PBLS FAMILY SIZE","RTE Cereal","Post","Pebbles",98696,5,"21-04-11",1,3.99,0
1600027532,"GENERAL MILLS TRIX","RTE Cereal","Big G","Trix",111834,18,"20-04-18",1,3.79,0
88491200471,"POST GRAPE NUTS ORIGINAL","RTE Cereal","Post","GRAPE NUTS",175119,24,"19-07-06",1,3.79,0
3800014371,"KELLOGG'S® SPECIAL K® RED BERRIES CEREAL","RTE Cereal","Kelloggs","SPECIAL K",253493,18,"20-03-13",1,5.19,0
1600016254,"GM CHEERIOS CIN L 14.3Z","RTE Cereal","Big G","CHEERIOS",106778,12,"20-12-09",1,4.69,0
88491212971,"POST FRUITY PEBBLE 11Z","RTE Cereal","Post","Pebbles",78795,11,"19-01-12",1,2.99,0
3800019861,"KLG COCKRSP CRL22.4Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",101970,11,"21-07-26",1,4.39,0
1600027581,"GENERAL MILLS BOO BERRY","RTE Cereal","Big G","Monsters - Count Chocula, Franken Berry",422225,11,"21-09-30",1,2.59,0
88491212971,"POST FRUITY PEBBLE 11Z","RTE Cereal","Post","Pebbles",127969,12,"21-08-31",1,3.59,0
3800019874,"KLG CORN POPS 14.6Z","RTE Cereal","Kelloggs","Corn Pops",204568,21,"19-06-18",1,5.49,0
88491212951,"POST COCOA PEBBLE 11Z","RTE Cereal","Post","Pebbles",289764,21,"19-09-08",1,3.59,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",74056,7,"21-06-27",1,3.99,0
88491212974,"PST FRTY PBLS FAMILY SIZE","RTE Cereal","Post","Pebbles",254916,20,"20-05-10",1,4.19,0
3800019886,"KLG FROOT LOOPS 10.1Z","RTE Cereal","Kelloggs","Froot Loops",254904,11,"21-11-13",1,3.59,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",123502,10,"19-12-29",1,3.49,0
1600016969,"REESES PUFFS CEREAL","RTE Cereal","Big G","REESES PUFFS",364474,7,"21-11-28",2,8.98,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",27232,12,"20-12-31",1,3.79,0
3800087010,"KELLOGG CRL RSN BRAN CRNCH","RTE Cereal","Kelloggs","Raisin Bran",145882,25,"19-02-16",1,3.59,0
1600015164,"GMI COOKIE CRISP CEREAL LG","RTE Cereal","Big G","Cookie Crisp",310441,7,"20-08-29",1,4.39,0
88491212971,"POST FRUITY PEBBLE 11Z","RTE Cereal","Post","Pebbles",125734,20,"21-05-01",1,3.59,0
3800000120,"KLG CORN FLAKES 18 OZ","RTE Cereal","Kelloggs","CORN FLAKES",31922,10,"19-03-13",1,4.49,0
3800023145,"KELLOGGS CORN FLAKES","RTE Cereal","Kelloggs","CORN FLAKES",250986,6,"20-04-04",1,5.99,0
1600027532,"GENERAL MILLS TRIX","RTE Cereal","Big G","Trix",52681,17,"20-06-19",2,7.58,0
88491201427,"POST HBO W/ALMOND 18OZ","RTE Cereal","Post","Honey Bunches of Oats",318141,2,"19-06-07",1,4.69,0
3800018177,"KELL FROSTED FLAKES FMLY","RTE Cereal","Kelloggs","FROSTED FLAKES",420856,10,"21-03-26",1,5.49,0
2190840773,"CF FRUIT AND NUT GRANOLA","RTE Cereal","Cascadian Farm","CASCADIAN FARM",93876,18,"20-01-09",1,4.19,0
3800004530,"Kellogg Cracklin Oat Bran","RTE Cereal","Kelloggs","Cracklin Oat Bran",156419,10,"19-03-13",1,4.99,0
88491201424,"POST HBO HNY RST 14.5 Z","RTE Cereal","Post","Honey Bunches of Oats",73199,40,"21-08-03",2,7.98,1
88491210210,"POST GG BLUEBERRY MORNING","RTE Cereal","Post","GREAT GRAINS",215233,26,"21-07-12",1,4.19,0
3800019934,"KEL FRST BTSZ MNI WHTS","RTE Cereal","Kelloggs","Mini Wheats",291362,8,"20-01-04",2,7.98,0
1600015196,"GMI FRENCH TOAST CRNCH CEREAL MID","RTE Cereal","Big G","TOAST CRUNCH",361243,6,"20-04-15",1,3.69,0
88491200245,"POST FRUITY PEBBLES","RTE Cereal","Post","Pebbles",294553,12,"21-05-13",1,4.79,0
3800019975,"KELL RAISIN BRN CRNCH FS","RTE Cereal","Kelloggs","Raisin Bran",378071,25,"19-11-27",1,4.19,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",201386,2,"21-12-12",1,4.19,0
1600012253,"GM CINN TST CRNCH 19.3Z","RTE Cereal","Big G","TOAST CRUNCH",274648,22,"21-01-26",1,4.69,1
1600012683,"GM LUCKY CHARMS 19.3Z","RTE Cereal","Big G","Lucky Charms",331346,21,"19-08-26",1,4.49,0
88491212611,"POST GRT GRN RA DATE PECAN","RTE Cereal","Post","GREAT GRAINS",339982,16,"20-09-23",1,3.99,0
1600015128,"GEN MILLS COCOA PUFFS CEREAL","RTE Cereal","Big G","Cocoa Puffs",292103,18,"21-05-30",1,3.69,0
1600048792,"GM HONEY NUT CHEX CEREAL","RTE Cereal","Big G","Chex",249708,19,"20-10-18",1,4.29,0
5844977731,"NTRS PTH FLX PMPKN RSN CR","RTE Cereal","NATURE S PATH","NATURE S PATH",393072,16,"19-09-22",1,3.99,0
1600048793,"GM CHOCOLATE CHEX CEREAL","RTE Cereal","Big G","Chex",44599,12,"19-10-23",1,3.99,0
88491200237,"PST GRT GRN CRNBR ALMND C","RTE Cereal","Post","GREAT GRAINS",90308,7,"21-12-31",1,4.29,0
3800019849,"KLG APL JACKS10.1Z","RTE Cereal","Kelloggs","APPLE JACKS",40086,8,"20-05-23",2,7.98,0
3800019888,"KLG FROOT LOOPS 14.7Z","RTE Cereal","Kelloggs","Froot Loops",3385,32,"20-04-02",1,4.69,1
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",322241,4,"20-09-27",1,3.79,0
1600015128,"GEN MILLS COCOA PUFFS CEREAL","RTE Cereal","Big G","Cocoa Puffs",433193,27,"20-09-06",1,3.79,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",219206,40,"21-08-27",1,3.69,1
3800019975,"KELL RAISIN BRN CRNCH FS","RTE Cereal","Kelloggs","Raisin Bran",371714,19,"20-04-28",1,5.49,0
88491212971,"POST FRUITY PEBBLE 11Z","RTE Cereal","Post","Pebbles",148475,4,"19-08-23",1,3.59,0
3000006720,"Quaker 100% Natural Honey Granola","RTE Cereal","Quaker","NATURAL GRANOLA",165041,24,"21-01-01",1,6.59,0
88491212965,"PST CC PEBLES FAMILY SIZE","RTE Cereal","Post","Pebbles",146582,2,"20-08-16",1,4.19,0
88491227311,"POST OREO OS CER 11Z","RTE Cereal","Post","Post Cookies - Oreo, NutterButter, Chips Ahoy",292033,5,"21-10-16",1,3.79,0
3800019989,"KELLOGG RAISIN BRAN","RTE Cereal","Kelloggs","Raisin Bran",118896,27,"19-09-03",4,18.36,0
1600012683,"GM LUCKY CHARMS 19.3Z","RTE Cereal","Big G","Lucky Charms",275440,11,"19-11-07",1,4.49,0
88462310245,"BEAR NKD PNUT BTR GRANOLA","RTE Cereal","Bear Naked","Bear Naked",48756,5,"20-10-11",1,4.39,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",410720,40,"21-02-17",1,3.79,1
1600015164,"GMI COOKIE CRISP CEREAL LG","RTE Cereal","Big G","Cookie Crisp",387156,22,"20-02-10",1,4.39,0
1862770327,"KASHI GO LEAN CRNCH CEREAL","RTE Cereal","Kashi","Kashi",419433,25,"21-05-02",1,3.99,0
1600041481,"GM CER COCOA PUFF 20.9Z","RTE Cereal","Big G","Cocoa Puffs",344019,9,"19-03-04",1,4.49,0
3800019989,"KELLOGG RAISIN BRAN","RTE Cereal","Kelloggs","Raisin Bran",413271,10,"21-08-21",1,4.79,0
1862770317,"KSHI ORG PRMS CIN HARVEST","RTE Cereal","Kashi","Kashi",192516,20,"21-09-10",1,3.99,0
3800014365,"KELLOGG'S® SPECIAL K® FRUIT & YOGURT CEREAL","RTE Cereal","Kelloggs","SPECIAL K",325180,9,"21-07-25",1,5.99,0
88491212951,"POST COCOA PEBBLE 11Z","RTE Cereal","Post","Pebbles",345721,5,"20-01-07",1,3.59,0
1600012399,"GENERAL MILLS LUCKY CHARMS TOASTED OAT BOX FROSTED 10.5 OZ - 0016000123991","RTE Cereal","Big G","Lucky Charms",382525,6,"20-12-06",1,3.69,0
88491200680,"POST HBO HONEY ROASTED VALUE S","RTE Cereal","Post","Honey Bunches of Oats",119288,25,"20-07-23",1,4.99,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",260432,12,"20-11-06",1,3.69,0
1600012756,"GM LCKYCHRM CERSTP10.5Z","RTE Cereal","Big G","Lucky Charms",329980,13,"19-03-06",1,3.79,0
1600048769,"GEN MILLSCHEERIOS-MULTIGRN","RTE Cereal","Big G","CHEERIOS",83449,10,"21-05-08",1,4.19,0
1862770327,"KASHI GO LEAN CRNCH CEREAL","RTE Cereal","Kashi","Kashi",296495,1,"21-12-01",2,8.38,0
1862770339,"KSH GLN CRNCH HN ALMD FLX","RTE Cereal","Kashi","Kashi",351771,17,"20-10-22",1,3.99,0
3800019934,"KEL FRST BTSZ MNI WHTS","RTE Cereal","Kelloggs","Mini Wheats",267027,2,"21-10-02",1,1.88,0
1600012315,"GM HON NT CHERIOS 19.5Z","RTE Cereal","Big G","CHEERIOS",299074,32,"19-06-22",1,4.59,1
88491200245,"POST FRUITY PEBBLES","RTE Cereal","Post","Pebbles",402878,14,"21-03-14",1,4.79,0
3000006567,"QKR CAP'N CRNCH CRNCHBRY","RTE Cereal","Quaker","Cap'n Crunch",135490,22,"19-05-25",1,4.49,0
88491212974,"PST FRTY PBLS FAMILY SIZE","RTE Cereal","Post","Pebbles",435572,6,"21-06-10",1,3.99,0
1600027515,"GM MULTI-GRAIN CHEERIOS","RTE Cereal","Big G","CHEERIOS",263144,40,"21-03-14",1,3.79,1
3800031829,"KLG FRSTD MNI WHEATS BTSZ","RTE Cereal","Kelloggs","Mini Wheats",364243,21,"19-05-03",1,3.99,0
60265225943,"KIND ALMD BTR CLSTRS11Z","RTE Cereal","Mars","KIND",198036,19,"21-12-06",1,4.69,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",202555,14,"19-11-27",1,3.79,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",243674,26,"19-09-16",1,3.69,0
88491211221,"POST HBO STRAWBERRY 13Z","RTE Cereal","Post","Honey Bunches of Oats",429179,17,"20-08-28",1,3.99,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",423486,4,"21-08-24",1,3.79,0
88462310165,"BEAR NKD CACAO CSHW BTR","RTE Cereal","Bear Naked","Bear Naked",153471,19,"20-12-06",1,4.39,0
3800020045,"KELLOGG'S® SPECIAL K® FRUIT & YOGURT CEREAL","RTE Cereal","Kelloggs","SPECIAL K",225808,16,"20-06-13",1,3.59,0
3800020013,"KELL RICE KRISPIES HLDAY","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",232744,8,"19-11-16",1,3.99,0
65585200026,"AURORA VANILLA CR GRANOLA","RTE Cereal","All Other","AURORA NATURAL",52070,9,"20-03-17",1,5.79,0
1600012399,"GENERAL MILLS LUCKY CHARMS TOASTED OAT BOX FROSTED 10.5 OZ - 0016000123991","RTE Cereal","Big G","Lucky Charms",246785,13,"19-07-29",1,3.79,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",374388,6,"21-02-28",2,6.98,0
81989801201,"BTN GRNL CHCOLATE DELIGHT","RTE Cereal","All Other","Back to Nature",72688,23,"19-03-22",1,5.49,0
3000006083,"QKR LIFE CER CINN 18 OZ","RTE Cereal","Quaker","LIFE",371937,12,"20-03-07",1,4.99,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",202193,25,"21-08-28",1,3.79,0
1600049234,"GEN MILLS CHX BLBRY SWTND RC","RTE Cereal","Big G","Chex",401371,17,"20-12-30",1,4.29,0
3000006531,"CAP CRNCH QKR CRL 14 OZ","RTE Cereal","Quaker","Cap'n Crunch",246101,20,"20-05-03",2,8.58,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",27602,26,"21-07-15",1,3.69,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",271784,7,"19-07-06",1,3.29,0
4240031864,"M-O-M FRUITY DYNO BITES CEREAL","RTE Cereal","Malt O Meal","MALT O MEAL",203667,18,"21-07-05",1,4.29,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",425906,25,"19-12-17",1,3.29,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",203744,20,"19-02-15",1,3.49,0
88491212951,"POST COCOA PEBBLE 11Z","RTE Cereal","Post","Pebbles",355006,22,"21-05-16",2,7.18,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",94821,6,"21-06-23",1,3.99,0
88491228055,"COCOA PEBBLES CUP 2Z","RTE Cereal","Post","Pebbles",325103,9,"21-08-17",2,2.58,0
88491212974,"PST FRTY PBLS FAMILY SIZE","RTE Cereal","Post","Pebbles",277310,20,"20-06-02",1,4.19,0
1600014024,"GM MAPLE CHEERIOS 10.8Z","RTE Cereal","Big G","CHEERIOS",220058,1,"20-03-12",1,3.49,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",82148,14,"21-10-27",1,4.19,1
88462310240,"BEARNKD CNUT GRANLA 12Z","RTE Cereal","Bear Naked","Bear Naked",282247,2,"20-01-20",2,9.58,0
3800019906,"KLG FRSTD FLAKES19.2Z","RTE Cereal","Kelloggs","FROSTED FLAKES",355735,6,"21-02-03",1,4.99,0
3000057209,"CAPN CRNCH MEGA BERRIES SNK POUCH","RTE Cereal","Quaker","Cap'n Crunch",382728,13,"21-07-29",2,10.98,0
5844977050,"NATURES PATH FLAXPLUS 13.","RTE Cereal","NATURE S PATH","NATURE S PATH",27303,11,"21-01-10",1,4.39,0
1600027563,"GEN MILLTOTAL-WHOLE GRAIN","RTE Cereal","Big G","Total",53322,25,"20-10-08",1,4.59,0
3800019973,"KELLOGG CRL RSN BRAN CRNCH","RTE Cereal","Kelloggs","Raisin Bran",73781,16,"21-09-21",2,7.18,0
3800059663,"KELL RAISIN BRAN 18.7 OZ","RTE Cereal","Kelloggs","Raisin Bran",76916,26,"19-03-17",1,3.99,0
3800019859,"KLG COCOA KRISPIES15.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",288953,21,"19-08-01",1,4.49,0
1600013962,"CHR OAT CRNCH CIN15.2Z","RTE Cereal","Big G","CHEERIOS",285309,13,"20-03-14",1,4.39,0
1356200156,"ANNIES BNY FRT SNK 12CT","RTE Cereal","Annies","ANNIES HOMEGROWN",310126,14,"20-02-09",1,7.99,0
1600012499,"GENERAL MILLS LUCKY CHARMS REGULAR WHOLE GRAIN OAT BOX FROSTED 14.9 OZ - 0016000124991","RTE Cereal","Big G","Lucky Charms",373315,10,"21-07-10",1,4.19,0
3800019878,"KEL CRACKLIN OAT","RTE Cereal","Kelloggs","Cracklin Oat Bran",197762,15,"20-06-01",3,17.07,0
1600041248,"GM HNY NT CHRS MDLY CRNCH","RTE Cereal","Big G","CHEERIOS",281281,17,"19-09-13",1,3.99,0
3800019859,"KLG COCOA KRISPIES15.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",59877,21,"20-03-19",1,4.49,0
3800014365,"KELLOGG'S® SPECIAL K® FRUIT & YOGURT CEREAL","RTE Cereal","Kelloggs","SPECIAL K",345481,26,"20-05-01",1,4.99,0
1600016968,"HONEY NUT CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",9570,10,"21-09-19",1,4.99,0
1600012315,"GM HON NT CHERIOS 19.5Z","RTE Cereal","Big G","CHEERIOS",303005,7,"20-12-07",1,4.59,0
1600027515,"GM MULTI-GRAIN CHEERIOS","RTE Cereal","Big G","CHEERIOS",49886,9,"21-06-01",2,7.58,0
88491233377,"POST HONEY BUNCHES OF OATS FRSTD","RTE Cereal","Post","Honey Bunches of Oats",85608,18,"21-09-26",1,3.79,0
88491200246,"Post® Cocoa Pebbles™ Cereal 20.5 oz. Box","RTE Cereal","Post","Pebbles",354112,12,"21-11-11",1,4.79,0
3800019987,"KELLOGG RAISIN BRAN","RTE Cereal","Kelloggs","Raisin Bran",90631,7,"19-06-21",1,4.19,0
3800019906,"KLG FRSTD FLAKES19.2Z","RTE Cereal","Kelloggs","FROSTED FLAKES",140070,56,"21-08-21",1,4.99,1
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",391523,20,"21-10-31",1,4.19,1
1862710757,"KSHI GOLN CHC CRNCH12.2","RTE Cereal","Kashi","Kashi",306598,8,"20-07-07",1,3.99,0
1600016939,"COCOA PUFFS CEREAL","RTE Cereal","Big G","Cocoa Puffs",439471,7,"21-09-23",2,9.98,0
1600027567,"KIX CEREAL","RTE Cereal","Big G","Kix",218419,12,"21-01-14",1,4.79,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",372623,8,"19-07-01",1,3.49,0
3800020022,"KELLOGG SMART START CEREAL","RTE Cereal","Kelloggs","Smart Start",134583,10,"19-12-30",1,4.69,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",354221,12,"20-07-12",2,6.98,0
3800000127,"CORN FLAKES","RTE Cereal","Kelloggs","CORN FLAKES",312783,22,"19-02-21",1,4.99,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",336136,9,"21-04-28",1,3.79,0
3800063570,"KLG FROSTED FLAKES 2.1Z","RTE Cereal","Kelloggs","FROSTED FLAKES",223220,20,"20-12-19",4,5.16,0
1600012315,"GM HON NT CHERIOS 19.5Z","RTE Cereal","Big G","CHEERIOS",95965,20,"19-09-02",2,9.18,0
88491212951,"POST COCOA PEBBLE 11Z","RTE Cereal","Post","Pebbles",87576,10,"21-04-07",1,2.99,0
3800019934,"KEL FRST BTSZ MNI WHTS","RTE Cereal","Kelloggs","Mini Wheats",108928,26,"20-02-03",1,4.19,0
88397814726,"MOMS BEST CRISPY COCOA RICE CACAO RICE BOX 13 OZ","RTE Cereal","Moms Best","MOMS BEST",381944,19,"21-09-08",1,2.99,0
1600012222,"GENERAL MILLS REESES PEANUT BUTTER WHOLE GRAIN OAT BOX FROSTED 11.5 OZ - 0016000122221","RTE Cereal","Big G","REESES PUFFS",302136,7,"20-02-11",1,3.49,0
60265217186,"KIND CLUSTER OATS HONEY TST CC","RTE Cereal","Mars","KIND",159496,5,"19-08-11",1,5.19,0
3800020074,"KELLOGG'S® SPECIAL K® RED BERRIES CEREAL","RTE Cereal","Kelloggs","SPECIAL K",98809,16,"20-08-22",1,3.59,0
1600012684,"GENERAL MILLS VERY BERRY CHEERIOS VERY BERRY WHOLE GRAIN OAT BOX SWEETENED 10.9 OZ - 0016000126841","RTE Cereal","Big G","CHEERIOS",98628,27,"19-09-03",1,3.99,0
3800019973,"KELLOGG CRL RSN BRAN CRNCH","RTE Cereal","Kelloggs","Raisin Bran",156900,20,"19-08-05",1,4.49,0
1862770348,"KSH G LN CRSP TASTED BERY","RTE Cereal","Kashi","Kashi",109428,15,"21-11-12",1,3.99,0
5571202572,"ALPEN CEREAL NO SUG NO SA","RTE Cereal","Alpen","ALPEN",101374,22,"20-09-10",1,4.99,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",258685,16,"19-09-14",1,3.79,0
88491218059,"POST SHREDED WHEAT & BRAN","RTE Cereal","Post","Shredded Wheat",260638,19,"20-11-27",1,4.19,0
1600012185,"GM REESES PUFFS 16.7Z","RTE Cereal","Big G","REESES PUFFS",34374,16,"19-05-19",1,3.99,0
1600012593,"GM CINN TST CRNCH 16.8Z","RTE Cereal","Big G","TOAST CRUNCH",302520,13,"19-10-02",1,4.39,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",132400,18,"19-09-13",1,3.69,0
1600027528,"CHEERIOS CEREAL CHEERIOS","RTE Cereal","Big G","CHEERIOS",155516,14,"19-10-18",1,5.19,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",90367,16,"19-06-24",1,3.29,0
1600048794,"GEN MILLSCHEX-RICE CEREAL","RTE Cereal","Big G","Chex",74256,17,"21-11-14",1,4.69,0
1862770348,"KSH G LN CRSP TASTED BERY","RTE Cereal","Kashi","Kashi",287585,22,"19-02-19",1,3.79,0
3800018202,"SPC K NRSH APL RSBRY ALM","RTE Cereal","Kelloggs","SPECIAL K",286890,27,"19-04-06",1,3.99,0
1600015164,"GMI COOKIE CRISP CEREAL LG","RTE Cereal","Big G","Cookie Crisp",189160,19,"20-03-22",1,4.39,0
1862773918,"KASHI ORG PROM BERRY FRT","RTE Cereal","Kashi","Kashi",318400,19,"20-11-14",1,3.99,0
3800059663,"KELL RAISIN BRAN 18.7 OZ","RTE Cereal","Kelloggs","Raisin Bran",219659,15,"19-03-22",1,3.99,0
60265217199,"WHOLE GRAIN DRK CHOC CLUSTERS","RTE Cereal","Mars","KIND",109063,14,"20-08-07",1,4.69,0
1600048797,"FAMILY SIZE CORN CHEX","RTE Cereal","Big G","Chex",245767,7,"20-01-18",1,4.99,0
88491218059,"POST SHREDED WHEAT & BRAN","RTE Cereal","Post","Shredded Wheat",238702,21,"20-02-08",1,4.19,0
88491212974,"PST FRTY PBLS FAMILY SIZE","RTE Cereal","Post","Pebbles",362748,14,"21-12-01",1,4.39,0
